Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
0484614-01-001,484614,Wahl Stephen,Stephen Wahl,3101 Castro St C,San Francisco,CA,94131,10/2/2013,,10/2/2013,6/29/2016,236 Cayuga Ave,San Francisco,94112,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,8,Glen Park,,POINT (-122.43242 37.73493),0484614-01-001-0484614-5400-5499-10-02-2013,96,9,5,10,96
1242528-01-201,1110343,Robert Mclaughlin,2210 45th Ave,2210 45th Avenue,San Francisco,CA,94116,1/12/2020,3/2/2020,1/12/2020,3/2/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.50376 37.745293),1242528-01-201-1110343-7210-7219-01-12-2020,39,10,7,35,39
0475947-01-001,475947,Gonda Jr Thomas A,Thomas A Gonda Jr Md,1231 Market St #810,San Francisco,CA,94103,1/1/2013,1/1/2021,1/1/2013,1/1/2021,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,South of Market,,POINT (-122.415184 37.778275),0475947-01-001-0475947-5400-5499-01-01-2013,32,5,10,34,32
1197522-08-181,468163,City Hall Fellows Inc,City Hall Fellows Inc.,180 Steuart St #192921,San Francisco,CA,94105,8/1/2008,,8/1/2008,,180 Steuart St 192921 #,San Francisco,94105,CA,,,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.392006 37.79225),1197522-08-181-0468163--08-01-2008,108,1,10,8,108
1171313-12-171,1026297,Qin Mei Ying,Qin Mei Ying,639 Head St,San Francisco,CA,94132,6/17/2015,,6/17/2015,,39 Chicago Way,San Francisco,94112,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,H68,General Massage Practitioner,11,Oceanview/Merced/Ingleside,,POINT (-122.464485 37.718628),1171313-12-171-1026297-5400-5499-06-17-2015,64,10,1,24,64
0468739-01-999,468739,Swatt Miers Architects,Swatt Miers Architects,5845 Doyle St 104,Oakland,CA,94608,5/1/2012,12/31/2015,5/1/2012,12/31/2015,,,,,,,FALSE,FALSE,,,,,,POINT (-122.288086 37.840862),0468739-01-999-0468739--05-01-2012,,,,,
0477097-01-001,477097,Hellas Construction Inc,Hellas Construction Inc,1750 Montgomery St Ste 166,San Francisco,CA,94111,2/13/2013,,2/13/2013,,12710 Research Blvd 240 Ste,Austin,78759,TX,2300-2399,Construction,FALSE,FALSE,,,3,North Beach,,POINT (-122.405235 37.80524),0477097-01-001-0477097-2300-2399-02-13-2013,77,6,3,23,77
0479882-02-001,479882,Cole Consulting Group Inc,The Cole Group,300 Brannan St # 304,San Francisco,CA,94107,5/30/2013,,10/1/2013,9/30/2020,1423 Broadway 163 Unit,Oakland,94612,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39218 37.781803),0479882-02-001-0479882-5400-5499-10-01-2013,31,1,10,8,31
1242544-01-201,1110351,Robert Mclaughlin,2210 45th Ave,2210 45th Ave,San Francisco,CA,94116,1/12/2020,3/3/2020,1/12/2020,3/3/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.50376 37.745293),1242544-01-201-1110351-7210-7219-01-12-2020,39,10,7,35,39
0207814-01-001,207814,Wahhab Sami F,Reliance Market,699 Castro St,San Francisco,CA,94114,9/1/1991,,9/1/1991,,699 Castro St,San Francisco,94114,CA,4400-4599,Retail Trade,FALSE,FALSE,H07 H31 H73,Multiple,8,Castro/Upper Market,,POINT (-122.43467 37.75778),0207814-01-001-0207814-4400-4599-09-01-1991,115,3,5,5,115
0391812-01-999,391812,Bennett Jeffery & Ruth,Jb Signs,2837 Whipple Rd #A,Union+city,CA,94587,10/1/2005,12/21/2018,10/1/2005,12/21/2018,,,,,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.0709 37.605865),0391812-01-999-0391812-2300-2399-10-01-2005,,,,,
1261483-10-201,460273,Olema Pharmaceuticals Inc,Olema Oncology,512 2nd St Fl 4th,San+francisco,CA,94107,5/1/2007,,9/1/2020,,512 2nd St,San Francisco,94107,CA,,,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.393585 37.78272),1261483-10-201-0460273--09-01-2020,31,1,10,8,31
0481526-01-001,481526,Pacific Integrative Medicine Inc,Pacific Integrative Medicine Inc,383 Rhode Island St Ste 201,San Francisco,CA,94103,8/20/2013,,8/20/2013,,210 Thomas Ln,Petaluma,94952,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,10,Mission Bay,,POINT (-122.40256 37.765057),0481526-01-001-0481526-5400-5499-08-20-2013,54,1,9,4,54
1148192-05-171,473724,Diviney Construction Inc,Diviney Construction Inc.,290 Arch St,San Francisco,CA,94132,10/9/2012,,1/1/2017,2/1/2018,808 Burlway Rd Ste 3,Burlingame,94010,CA,2300-2399,Construction,FALSE,FALSE,,,11,Oceanview/Merced/Ingleside,,POINT (-122.46708 37.71588),1148192-05-171-0473724-2300-2399-01-01-2017,65,10,1,24,65
0186680-02-001,186680,Weil Stuart J,Stuart J Weil,1 Embarcadero Ctr 2330,San+francisco,CA,94111,1/1/1996,7/31/2020,9/8/2010,12/31/2013,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39966 37.794666),0186680-02-001-0186680-5400-5499-09-08-2010,108,6,3,8,108
0198437-01-001,198437,Fleeta Material Things Inc,Fleeta Material Things Inc,2200 Jerrold Ave,San Francisco,CA,94124,1/1/1990,6/30/2019,1/1/1990,6/30/2019,,,,,,,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.39988 37.74477),0198437-01-001-0198437--01-01-1990,85,2,9,1,85
0198689-01-001,198689,Lewis Beth A,Lewis Beth,571 25th Ave,San Francisco,CA,94121,1/1/1990,,8/19/1997,,571 25th Ave,San Francisco,94121,CA,,,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.48467 37.778755),0198689-01-001-0198689--08-19-1997,8,8,4,29,8
0306546-35-001,306546,Fedex Office & Prints Services,Fedex Office #5040,333 Ofarrell St,San Francisco,CA,94102,1/1/1997,,1/1/2010,,3630 Hacks Cross Rd Bldg C-3 Flr,Memphis,38125,TN,,,FALSE,FALSE,Pos01 Posloc Wm19 Wmloc,Multiple,6,Tenderloin,,POINT (-122.410255 37.786102),0306546-35-001-0306546--01-01-2010,20,5,10,36,20
1242600-01-201,1110382,Christopher Paik,Christopher Paik,19 Clementina St Unit 407,San Francisco,CA,94105,1/1/2020,3/1/2021,1/1/2020,3/1/2021,,,,,7100-7199,"Arts, Entertainment, and Recreation",FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39538 37.787388),1242600-01-201-1110382-7100-7199-01-01-2020,32,1,10,8,32
0478357-01-001,478357,Chimedtseren Erdenebaatar,Up Town Dry Cleaners & Altrns,2840 California St,San Francisco,CA,94115,5/1/2013,,5/1/2013,3/1/2021,2840 California St,San Francisco,94115,CA,8100-8139,Certain Services,FALSE,FALSE,D30 H48,Multiple,2,Pacific Heights,,POINT (-122.44115 37.788006),0478357-01-001-0478357-8100-8139-05-01-2013,102,8,6,30,102
1174642-01-181,486312,Fish Ryan,Ryan Fish Construction,467 Joost Ave,San Francisco,CA,94127,1/20/2014,12/31/2020,11/22/2016,12/31/2020,,,,,2300-2399,Construction,FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.44581 37.73231),1174642-01-181-0486312-2300-2399-11-22-2016,95,9,8,41,95
1242672-01-201,1110418,Elizabeth Gilbert,Liz Gilbert Therapy,1526 Franklin St Ste 204,San Francisco,CA,94109,1/3/2020,7/30/2020,1/3/2020,7/30/2020,,,,,6100-6299,Private Education and Health Services,FALSE,FALSE,,,2,Western Addition,,POINT (-122.42362 37.78861),1242672-01-201-1110418-6100-6299-01-03-2020,100,4,6,39,100
1077318-06-161,1037556,Threesixty Ventures Llc,Threesixty Ventures Llc,333 Fremont St Apt 109,San Francisco,CA,94105,6/3/2016,,6/3/2016,5/2/2018,4183 24th St,San Francisco,94114,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39304 37.78759),1077318-06-161-1037556-5600-5699-06-03-2016,30,1,10,8,30
1191295-06-181,1037556,Threesixty Ventures Llc,Threesixty Ventures Llc,1600 15th St Apt 625,San Francisco,CA,94103,6/3/2016,,5/2/2018,3/10/2021,4183 24th St,San Francisco,94114,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,9,Mission,,POINT (-122.419945 37.766693),1191295-06-181-1037556-5600-5699-05-02-2018,53,3,2,20,53
1151326-06-171,1039196,Finucane Industries Llc,Finucane Consulting,20 Lexington St,San Francisco,CA,94110,6/23/2016,10/1/2020,4/1/2017,10/1/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,9,Mission,,POINT (-122.42091 37.7624),1151326-06-171-1039196-5400-5499-04-01-2017,53,3,2,20,53
0334899-01-001,334899,"The University Corp, Sf State",Village At Centennial Square,1600 Holloway Ave C6,San Francisco,CA,94132,1/1/1946,,1/1/1946,4/26/2014,1600 Holloway Ave Adm 361,San Francisco,94132,CA,4400-4599,Retail Trade,FALSE,FALSE,,,7,Lakeshore,,POINT (-122.477684 37.7209),0334899-01-001-0334899-4400-4599-01-01-1946,42,10,8,16,42
1105097-08-161,1050316,Belay Limoe,San Francisco,644 Linden Street,San Francisco,CA,94102,8/30/2016,1/1/2018,8/30/2016,1/1/2018,,,,,4800-4999,Transportation and Warehousing,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.42857 37.77572),1105097-08-161-1050316-4800-4999-08-30-2016,22,4,11,9,22
0065489-01-001,65489,Dong Marshall Lew & Dorothy,1325-1329 Jackson Apts,1325 Jackson St,San Francisco,CA,94109,10/1/1968,,10/1/1968,,1329 Jackson St,San Francisco,94109,CA,7210-7219,Accommodations,FALSE,FALSE,,,3,Russian Hill,,POINT (-122.4169 37.794697),0065489-01-001-0065489-7210-7219-10-01-1968,16,6,3,32,16
0065922-01-001,65922,Twilight Security & Invest Inc,Twilight Security,1355 Fairfax Ave,San Francisco,CA,94124,10/1/1971,,10/1/1971,,1355 Fairfax Ave,San Francisco,94124,CA,8100-8139,Certain Services,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.38445 37.739735),0065922-01-001-0065922-8100-8139-10-01-1971,86,2,9,1,86
0198693-01-999,198693,Green Michael L,Precision Roofing Co,P O Box 7367 Oakland Ca,Brisbane+q4068,,0,7/25/1990,12/31/2017,7/25/1990,12/31/2017,,,,,,,FALSE,FALSE,,,,,,POINT (153.21686 -27.524527),0198693-01-999-0198693--07-25-1990,,,,,
0198797-01-999,198797,Moore Francis J,Northern Marin Plumbing,134 Front St,Brisbane+q4068,,0,8/1/1990,1/9/2017,8/1/1990,1/9/2017,,,,,,,FALSE,FALSE,,,,,,POINT (153.07867 -27.248638),0198797-01-999-0198797--08-01-1990,,,,,
0330028-01-001,330028,Urban Analytics Llc,David Mealy & Associates,582 Market St Ste 1002,San Francisco,CA,94104,10/1/1999,,10/15/2006,,5214f Diamond Heights Blvd Pmb 423,San Francisco,94131,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40166 37.789143),0330028-01-001-0330028-5400-5499-10-15-2006,108,6,3,8,108
0198934-01-001,198934,Lim Cheng Wey,Wey Cheng Construction Co,1371 33rd Ave,San Francisco,CA,94122,10/13/1992,12/31/2014,10/13/1992,12/31/2014,,,,,,,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.49207 37.76161),0198934-01-001-0198934--10-13-1992,39,10,7,35,39
0487535-01-001,487535,Xola Inc,Xola Inc,840 Battery St,San Francisco,CA,94111,1/1/2013,,1/1/2013,8/31/2017,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.4011 37.79899),0487535-01-001-0487535-5400-5499-01-01-2013,77,6,3,8,77
1188355-05-181,487535,Xola Inc,Xola Inc,995 Market St Fl 2,San Francisco,CA,94103,1/1/2013,,9/1/2017,,0000 Undeliverable Mail,San Francisco,99999,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,South of Market,,POINT (-122.41007 37.782307),1188355-05-181-0487535-5400-5499-09-01-2017,32,5,10,34,32
0199160-01-001,199160,Finlay Josephine B John Henry,Hockey Haven,3625 Balboa St,San Francisco,CA,94121,1/1/1990,2/6/2018,1/1/1990,2/6/2018,,,,,,,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.497635 37.775673),0199160-01-001-0199160--01-01-1990,8,8,4,29,8
0468718-01-001,468718,Wright Jr Sydney T,Sydney T Wright Jr M D,57 Post St Ste 602,San Francisco,CA,94104,2/1/2012,,2/1/2012,1/1/2021,35 Vicente St,San Francisco,94127,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.403 37.78895),0468718-01-001-0468718-5400-5499-02-01-2012,19,6,3,8,19
1117614-09-161,1056576,Biotech Connection - Bay Area Inc,Bcba,1844 Fell St,San Francisco,CA,94117,9/7/2016,,9/7/2016,,46 Loyola Ter,San Francisco,94117,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,5,Lone Mountain/USF,,POINT (-122.44825 37.77272),1117614-09-161-1056576-5400-5499-09-07-2016,24,7,11,18,24
1017137-01-151,1008212,Stoller Samuel,Samuel Stoller,500 Peralta Ave,San Francisco,CA,94110,1/26/2015,1/31/2020,1/26/2015,1/31/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.408714 37.744335),1017137-01-151-1008212-7210-7219-01-26-2015,60,9,2,2,60
1270931-03-211,1121942,Nathaniel Gallardo,Diamond Tinting Co.,322 Prentiss St,San Francisco,CA,94110,3/3/2021,,3/3/2021,,322 Prentiss St,San Francisco,94110,CA,,,FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.41206 37.739334),1270931-03-211-1121942--03-03-2021,83,9,2,2,83
1021333-03-151,1010332,Valentino-Costanza Leslie,Leslie Valentino-Costanza,16 Cuvier St,San Francisco,CA,94112,2/23/2015,5/1/2019,2/23/2015,5/1/2019,,,,,7210-7219,Accommodations,FALSE,FALSE,,,8,Outer Mission,,POINT (-122.42875 37.734447),1021333-03-151-1010332-7210-7219-02-23-2015,93,9,5,28,93
1270929-03-211,1121941,Stephanie Darden,Stat Healthcare Trainers,58 West Portal Ave 599,San Francisco,CA,94127,3/3/2021,,3/3/2021,,972 Randolph St,San Francisco,94132,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.466515 37.74023),1270929-03-211-1121941-6100-6299-03-03-2021,46,10,8,41,46
1024980-04-151,1012090,Anderson Lindsay Herrick Brian,Anderson Lindsay Herrick Brian,319 22nd Ave,San Francisco,CA,94121,4/6/2015,3/22/2021,4/6/2015,3/22/2021,,,,,7210-7219,Accommodations,FALSE,FALSE,,,1,Outer Richmond,,POINT (-122.48167 37.781746),1024980-04-151-1012090-7210-7219-04-06-2015,8,8,4,29,8
1038752-09-151,1014355,Ymb Alpha Retail Llc,Foodhall,3100 16th St,San Francisco,CA,94103,6/5/2015,,9/8/2015,,3100 16th St,San Francisco,94103,CA,4400-4599,Retail Trade,FALSE,FALSE,H31 H73 Pos01 Posloc Wm18 Wmloc,Multiple,8,Mission,,POINT (-122.422005 37.76494),1038752-09-151-1014355-4400-4599-09-08-2015,37,3,5,20,37
0207816-01-001,207816,Fattah Ata S,Abe's Market,378 Fillmore St,San Francisco,CA,94117,11/1/1996,3/31/2020,11/1/1996,3/31/2020,,,,,,,FALSE,FALSE,H03 H31 H73,Multiple,5,Hayes Valley,,POINT (-122.43054 37.7728),0207816-01-001-0207816--11-01-1996,26,4,11,9,26
1290798-11-211,391990,Peters Erica Loya,Erica Loya Peters,11 Tillman Pl 5,San Francisco,CA,94108,8/10/2005,,11/1/2021,,47 Bridgeview Dr,San Francisco,94124,CA,,,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.4057 37.7893),1290798-11-211-0391990--11-01-2021,19,6,3,8,19
1243468-01-201,1110761,Architectural Metal Inc,Architectural Metal Inc,13850 Highway 101,Hopland,CA,95449,1/1/2020,9/30/2020,1/1/2020,9/30/2020,,,,,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-123.11554 38.96587),1243468-01-201-1110761-2300-2399-01-01-2020,,,,,
0362673-02-999,362673,Tfi Resources Inc,Tfi Resources,1616 S Voss 700,Houston,TX,77057,1/1/2003,2/8/2016,6/27/2005,2/8/2016,,,,,,,FALSE,FALSE,,,,,,POINT (-95.50163 29.751263),0362673-02-999-0362673--06-27-2005,,,,,
1277424-05-211,481151,Gsw Arena Llc,"Chase Center, Gsw Arena Llc",150 Warriors Way,San Francisco,CA,94158,11/1/2012,,7/11/2019,,1 Warriors Way,San Francisco,94158,CA,7100-7199,"Arts, Entertainment, and Recreation",TRUE,FALSE,,,6,Mission Bay,,POINT (-122.38845 37.768898),1277424-05-211-0481151-7100-7199-07-11-2019,34,1,10,4,34
1270941-03-211,1121947,Gilbarco Inc,Gilbarco Veeder-Root,7300 Friendly Ave,Greensboro,NC,27410,1/1/2018,,1/1/2018,,7300 W Friendly Ave,Greensboro,27410,NC,4400-4599 4200-4299,Multiple,FALSE,FALSE,,,,,,POINT (-79.92582 36.087975),1270941-03-211-1121947-4400-4599 4200-4299-01-01-2018,,,,,
1270972-03-211,1121956,Orix Usa Lp,Orix Usa Lp,2001 Ross Avenue  Ste 1900,Dallas,TX,75201,1/1/2020,,1/1/2020,,2001 Ross Avenue 1900 Ste,Dallas,75201,TX,5210-5239,Financial Services,FALSE,FALSE,,,,,,POINT (-96.799194 32.787605),1270972-03-211-1121956-5210-5239-01-01-2020,,,,,
1270951-03-211,1121952,Denise K. Collier,Denise K. Collier,75 San Pablo Ave,San Francisco,CA,94127,3/1/2021,,3/1/2021,,75 San Pablo Ave,San Francisco,94127,CA,,,FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.46231 37.739185),1270951-03-211-1121952--03-01-2021,116,10,8,41,116
1270939-03-211,1121946,471-483 Castro Lp,471-483 Castro Lp,479 Castro St,San Francisco,CA,94114,12/22/2020,,1/1/2021,,479 Castro St,San Francisco,94114,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.435005 37.761307),1270939-03-211-1121946-5300-5399-01-01-2021,38,3,5,5,38
1270975-03-211,1121957,Julio Garcia Bosch,Advanced Refrigeration,9834 Empire Rd,Oakland,CA,94603,3/4/2021,,3/4/2021,,9834 Empire Rd,Oakland,94603,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.19092 37.729862),1270975-03-211-1121957-2300-2399-03-04-2021,,,,,
1028648-05-151,1013695,Hakkinen Inc,Little Sesame,649 Irving St,San Francisco,CA,94122,5/4/2015,,5/4/2015,1/1/2020,555 5th Ave,San Francisco,94118,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,5,Inner Sunset,,POINT (-122.4647 37.76408),1028648-05-151-1013695-5300-5399-05-04-2015,109,10,11,14,109
1221815-05-191,1015969,Confetti Kitchen Inc,Hidden Rhythm Productions Inc.,2443 Fillmore St 523,San Francisco,CA,94115,7/1/2015,9/1/2019,7/1/2015,9/1/2019,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,2,Pacific Heights,,POINT (-122.434494 37.791977),1221815-05-191-1015969-5400-5499-07-01-2015,102,4,6,30,102
1129559-12-161,1016668,Costello Sylvia,Sylvia L Costello Cnsa,301 Executive Park Blvd 502,San Francisco,CA,94134,8/3/2015,12/31/2020,8/3/2015,12/31/2020,,,,,5600-5699,Administrative and Support Services,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.39081 37.71108),1129559-12-161-1016668-5600-5699-08-03-2015,79,2,9,1,79
1039871-09-151,1018526,Hudson 1455 Market Street Llc,Hudon 1455 Market Street Llc,1455 Market St Ste 1050,San Francisco,CA,94103,1/7/2015,,1/7/2015,,11601 Wilshire Blvd 900 Ste,Los Angeles,90025,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,6,South of Market,,POINT (-122.41856 37.775604),1039871-09-151-1018526-5300-5399-01-07-2015,32,5,10,34,32
1010297-10-141,956713,Egon Zehnder International Inc,Egon Zehnder International Inc,100 Pine St #3100,San Francisco,CA,94111,1/2/1994,,9/15/2014,,520 Madison Ave 23 #,New York,10022,NY,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.398705 37.79242),1010297-10-141-0956713-5400-5499-09-15-2014,108,6,3,8,108
0956713-02-001,956713,Egon Zehnder International Inc,Egon Zehnder International Inc,50 Fremont St 2400,San Francisco,CA,94105,1/2/1994,,12/1/2007,9/14/2014,520 Madison Ave 23 #,New York,10022,NY,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.3975 37.79107),0956713-02-001-0956713-5400-5499-12-01-2007,108,6,10,8,108
1042895-10-151,1020069,Boruszewski Kelly,Kelbor Law,268 Bush St 2545,San Francisco,CA,94104,10/21/2015,9/2/2020,10/21/2015,9/2/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40188 37.79106),1042895-10-151-1020069-5400-5499-10-21-2015,108,6,3,8,108
1044602-11-151,1020888,Sage And Barbara Bray,151 Peralta Ave,151 Peralta Ave,San Francisco,CA,94110,8/1/2015,2/1/2021,8/1/2015,2/1/2021,,,,,7210-7219,Accommodations,FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.40799 37.74709),1044602-11-151-1020888-7210-7219-08-01-2015,60,9,2,2,60
1241466-12-191,489336,Columbia Property Trust Inc,Columbia Reit- 201 California Llc,201 California St,San Francisco,CA,94111,4/22/2014,,12/9/2019,,1170 Peachtree St Ne 600 Ste,Atlanta,30309,GA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,D03 D19 D26 D29 D39,Multiple,3,Financial District/South Beach,,POINT (-122.39889 37.79332),1241466-12-191-0489336-5300-5399-12-09-2019,108,6,3,8,108
1161278-09-171,1023494,Cocas Laura,Cocas Ceres,58 Ceres St,San Francisco,CA,94124,7/15/2015,6/29/2019,9/16/2017,6/29/2019,,,,,7210-7219,Accommodations,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.39438 37.73013),1161278-09-171-1023494-7210-7219-09-16-2017,87,2,9,1,87
0315124-01-999,315124,Crestwood Behavioral Health,Crestwood Behavioral Health,7590 Shoreline Dr Stockton A,Stockton,CA,95219,1/1/1998,,1/1/1998,,7590 Shoreline Dr,Stockton,95219,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,,,,POINT (-121.35905 38.019604),0315124-01-999-0315124-5600-5699-01-01-1998,,,,,
1050936-01-161,1024023,Toomey Adrienne,Adrienne Toomey,3454 18th St,San Francisco,CA,94110,1/14/2016,3/4/2020,1/14/2016,3/4/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,9,Mission,,POINT (-122.42057 37.76179),1050936-01-161-1024023-7210-7219-01-14-2016,53,3,2,20,53
1051301-01-161,1024203,Campos Sandra Patricia,Sandra P. Campos,1155 Leavenworth St 17,San Francisco,CA,94109,1/4/2016,1/1/2020,1/4/2016,1/1/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.41591 37.79184),1051301-01-161-1024203-7210-7219-01-04-2016,16,6,3,21,16
0392453-01-001,392453,Beltran Juan Carlos,Rivera's Janitorial Services,65 Sheridan St,San Francisco,CA,94103,10/18/2005,6/30/2019,10/18/2005,6/30/2019,,,,,,,FALSE,FALSE,,,6,South of Market,,POINT (-122.41143 37.772404),0392453-01-001-0392453--10-18-2005,32,1,10,34,32
1058675-03-161,1028795,Dfw Ventures,Dfw Ventures,20 Henry St,San Francisco,CA,94114,2/3/2016,1/1/2020,2/3/2016,1/1/2020,,,,,7210-7219,Accommodations,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.4316 37.766792),1058675-03-161-1028795-7210-7219-02-03-2016,28,7,5,5,28
1243659-01-201,1110832,Jaime Wheeler,Jaime Wheeler,683 Brannan St Unit 301,San Francisco,CA,94107,1/20/2020,3/29/2021,1/20/2020,3/29/2021,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,6,Mission Bay,,POINT (-122.40054 37.77512),1243659-01-201-1110832-5400-5499-01-20-2020,32,1,10,4,32
0006978-01-001,6978,Jo Pos Inc,D & M Liquors,2200 Fillmore St,San Francisco,CA,94115,9/2/2001,,9/2/2001,,2200 Fillmore St,San Francisco,94115,CA,4400-4599,Retail Trade,FALSE,FALSE,H03 H73 Pos01 Posloc,Multiple,2,Pacific Heights,,POINT (-122.43401 37.78993),0006978-01-001-0006978-4400-4599-09-02-2001,102,4,6,30,102
0048645-03-001,48645,Gary Gavello,1530 Francisco Apts,1530 Francisco St,San Francisco,CA,94123,10/1/1968,,10/1/1968,,0000 Undeliverable Mail,San Francisco,99999,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,2,Marina,,POINT (-122.430405 37.80254),0048645-03-001-0048645-5300-5399-10-01-1968,17,4,6,13,17
0066832-01-001,66832,Wong Jones W B,Wong's Tv & Radio Service,59 Waverly Pl,San Francisco,CA,94108,1/1/1969,,1/1/1969,,59 Waverly Pl,San Francisco,94108,CA,,,FALSE,FALSE,,,3,Chinatown,,POINT (-122.40678 37.793816),0066832-01-001-0066832--01-01-1969,104,6,3,6,104
0066906-01-999,66906,Settlemier B R,Bigge Crane & Rigging Co,P O Box 1657 San Leandro Ca,Brisbane+q4068,,0,12/31/1998,,12/31/1998,,10700 Bigge St,San Leandro,94577,CA,2300-2399,Construction,FALSE,FALSE,,,,,,POINT (-122.15856 37.72832),0066906-01-999-0066906-2300-2399-12-31-1998,,,,,
0068986-01-001,68986,Yasuda T Arthur-Reni-Thos Etal,574 5th Av Apts,574 5th Ave,San+francisco,CA,94118,1/1/1971,11/1/2019,1/1/1971,11/1/2019,,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,1,Inner Richmond,,POINT (-122.46265 37.777805),0068986-01-001-0068986-5300-5399-01-01-1971,5,8,4,11,5
0335976-01-001,335976,Burrows Penelope J,Penelope Burrows Mft,369 Pine St Ste 816,San Francisco,CA,94104,2/1/2000,,2/1/2000,,220 Montgomery St Ste 482,San Francisco,94104,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40207 37.791935),0335976-01-001-0335976-6100-6299-02-01-2000,108,6,3,8,108
